,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Angptl3,log2FC_Angptl3_vs_NT
Atp5j,-0.019789199,6.515222818,-0.262240966,0.797105282,0.927231575,-6.21108513,92.06283667,90.808648,-0.019789199
Exosc3,-0.019792172,4.519955334,-0.158325969,0.876550056,0.96100985,-6.233615024,22.95054,22.637834,-0.019792172
Timd2,-0.019807851,5.22522029,-0.23484594,0.817862267,0.934655072,-6.218097234,37.15467667,36.648038,-0.019807851
Elmo3,-0.019933657,3.944911357,-0.171446038,0.866423064,0.954676272,-6.231381184,14.30492333,14.108632,-0.019933657
Ptbp1,-0.019948776,5.634997323,-0.136949704,0.893097311,0.965954812,-6.236875185,51.53075667,50.823122,-0.019948776
Ttc39b,-0.019959744,3.433455174,0.009292024,0.992722421,0.99872565,-6.246527139,10.72556567,10.5781988,-0.019959744
Dpp8,-0.020015798,3.156433959,0.001048076,0.999179127,0.999815471,-6.246571242,8.097074667,7.9855124,-0.020015798
Skap2,-0.020016963,2.75623688,-0.210352995,0.836542218,0.943490428,-6.223717383,6.262008333,6.1757248,-0.020016963
Rpsa,-0.020037517,8.106111492,-0.23706683,0.816173968,0.934196707,-6.217557298,279.8972667,276.03666,-0.020037517
Cox4i1,-0.020045339,8.603147979,-0.269587967,0.791564889,0.924975384,-6.209074488,389.8618667,384.48244,-0.020045339
Nudt22,-0.020073039,4.079384883,-0.200045028,0.844435313,0.947234197,-6.225899024,16.57969333,16.350608,-0.020073039
Tbc1d15,-0.02025841,4.8675028,-0.140428154,0.890400906,0.96548179,-6.23637673,30.32779667,29.904908,-0.02025841
Crnkl1,-0.02032188,3.336002144,-0.118783542,0.907200864,0.971935647,-6.239275748,9.469159667,9.3367116,-0.02032188
Ifi204,-0.020362716,2.077832186,0.263987097,0.795787474,0.926881422,-6.210612247,4.292386333,4.2322276,-0.020362716
Tgoln1,-0.020370197,6.088744383,-0.081006818,0.936628356,0.981942349,-6.243177549,73.09375667,72.068958,-0.020370197
Bcl2l2,-0.020506911,3.36566412,-0.174120822,0.864361412,0.95383308,-6.230904056,9.143927,9.0148718,-0.020506911
Ftl1,-0.020527626,10.60436311,-0.271013848,0.790490975,0.924899274,-6.208677904,1598.612667,1576.0276,-0.020527626
Pqbp1,-0.020562377,5.147169036,-0.259931368,0.79884933,0.927738206,-6.211705839,36.48734667,35.97099,-0.020562377
Gm14325,-0.020747955,3.468381032,-0.179552581,0.860177939,0.952392081,-6.229912516,9.289913333,9.1572676,-0.020747955
H2-DMb2,-0.020791272,0.662270561,0.023940577,0.981251204,0.996635723,-6.246275278,0.6837375,0.67395454,-0.020791272
Asb13,-0.020830879,4.218490402,0.078882264,0.938286646,0.982636975,-6.243353214,19.23266667,18.956964,-0.020830879
Pwp2,-0.020893853,3.543401734,-0.20364272,0.841678434,0.945773051,-6.225149956,10.54975433,10.3980684,-0.020893853
Med1,-0.020924418,3.364180561,-0.171275415,0.86655461,0.954676272,-6.23141137,9.89757,9.7550546,-0.020924418
Mtx2,-0.020929928,4.502159696,-0.247239432,0.808453131,0.931585017,-6.215019797,21.53119333,21.221084,-0.020929928
Morc4,-0.020977478,0.605904404,0.031732975,0.975150604,0.995032542,-6.246050836,0.543400233,0.5355561,-0.020977478
Car14,-0.021069501,4.49810268,-0.153574787,0.880223017,0.961764225,-6.234380298,24.20383133,23.8529208,-0.021069501
Rnf13,-0.02109668,4.709069592,-0.266608018,0.793810681,0.925601693,-6.20989663,25.50367333,25.133444,-0.02109668
Acnat1,-0.021142187,5.134475345,0.050126968,0.960757249,0.989523365,-6.245271902,34.99088,34.48184,-0.021142187
Prrc2b,-0.021149474,4.022792597,0.099933874,0.921869566,0.977623855,-6.24140681,15.18687467,14.9658636,-0.021149474
Hmgcl,-0.0212617,7.141624189,-0.120007624,0.906249449,0.971649043,-6.239124683,137.6003333,135.58732,-0.0212617
Calm2,-0.021308753,7.16526879,-0.259043092,0.799520392,0.927884128,-6.211943118,144.619,142.49866,-0.021308753
Mnd1,-0.021356668,3.340590083,-0.189197952,0.852760046,0.950441071,-6.228077131,9.364693667,9.2270862,-0.021356668
Sppl2a,-0.021360869,5.662859338,-0.141835795,0.889310138,0.965329249,-6.236171475,53.22477667,52.442524,-0.021360869
Ran,-0.021373883,6.100100598,-0.098668181,0.922855646,0.977768544,-6.241536765,70.09242,69.061638,-0.021373883
Erlin1,-0.021396823,4.771765439,-0.184183164,0.856614968,0.951694979,-6.229043299,27.67505,27.267626,-0.021396823
Car8,-0.021414938,4.924730994,-0.109157645,0.914687629,0.97471975,-6.24040982,29.16246,28.732778,-0.021414938
Sumo3,-0.021544346,4.631630193,-0.215486049,0.832618472,0.941685655,-6.222590395,25.06355333,24.69205,-0.021544346
Gys2,-0.021659702,7.439870908,-0.17762631,0.861661035,0.953040408,-6.230267615,169.4127167,166.88826,-0.021659702
Apof,-0.021855799,9.981619653,-0.24679684,0.808788625,0.931782334,-6.215132397,1029.111467,1013.63866,-0.021855799
Fau,-0.021898127,8.588483728,-0.335635472,0.742318397,0.902177801,-6.188539444,384.6607333,378.8662,-0.021898127
Letm1,-0.022207481,4.206072242,-0.227202398,0.823679965,0.937684425,-6.219916985,17.15130333,16.889314,-0.022207481
Rps24,-0.022250628,5.727424911,-0.175067977,0.863631616,0.953431374,-6.230733339,52.83027,52.021722,-0.022250628
Gm3953,-0.02228357,1.678383573,-0.020467345,0.983970784,0.997426692,-6.246355076,2.409340367,2.37241212,-0.02228357
Gtf2a2,-0.022449158,4.549007822,-0.220754718,0.82859589,0.939837276,-6.221405581,25.20717,24.817968,-0.022449158
Ndst1,-0.022533207,5.772096554,0.246395866,0.809092605,0.931895199,-6.215234236,53.70629667,52.873984,-0.022533207
Cldn5,-0.022585654,2.868425391,-0.026061968,0.979590247,0.995582602,-6.2462204,6.74987,6.6450224,-0.022585654
Tmem263,-0.02258863,2.527777351,-0.098497828,0.922988375,0.977768544,-6.24155413,5.280470333,5.1984366,-0.02258863
Actr6,-0.022594124,3.457184115,-0.126471722,0.901227764,0.969005878,-6.238301318,10.94328533,10.773237,-0.022594124
Mbtd1,-0.022633434,1.791885703,-0.188967644,0.852937001,0.950441071,-6.228122069,2.561598333,2.5217248,-0.022633434
Prkdc,-0.02267439,1.312278769,-0.147003223,0.885307967,0.964347924,-6.235400491,1.539702433,1.51569258,-0.02267439
Txndc12,-0.022741071,4.760454102,-0.324443767,0.75058772,0.907188226,-6.192329752,26.92503333,26.503944,-0.022741071
Mapkap1,-0.022884594,4.506896302,-0.158127019,0.876703798,0.96100985,-6.233647534,21.86841667,21.524268,-0.022884594
Anxa11,-0.022949168,3.200764456,-0.112335979,0.912214635,0.974373379,-6.240045937,7.894410667,7.7698266,-0.022949168
Tmem94,-0.023009191,4.118031786,-0.140881532,0.890049562,0.96548179,-6.236310843,16.40984667,16.150206,-0.023009191
Klhl6,-0.023028959,1.437795233,-0.007937814,0.993783021,0.998837577,-6.246539211,1.799986933,1.77148282,-0.023028959
Glce,-0.023057968,3.047399761,0.006575984,0.994849603,0.998926768,-6.246549437,7.787213333,7.663743,-0.023057968
Irf3,-0.023064914,5.321195167,-0.336505469,0.741676945,0.902073234,-6.188239508,38.80819,38.192682,-0.023064914
Kifbp,-0.023073771,2.793531459,-0.131779364,0.897107762,0.967457264,-6.237593049,5.990167,5.8951252,-0.023073771
Macroh2a2,-0.023083688,1.027313347,-0.150493287,0.882606752,0.963049535,-6.234864216,1.011148833,0.9950988,-0.023083688
Sh3glb1,-0.023094184,4.069500446,-0.272415958,0.789435399,0.924545706,-6.208285914,16.52785,16.265384,-0.023094184
Cox6a1,-0.023165545,9.896810873,-0.300005715,0.768754628,0.914125103,-6.200166251,931.4957667,916.65806,-0.023165545
Hspe1,-0.023173175,7.366538735,-0.16952613,0.867903503,0.955420039,-6.231719124,169.4298333,166.73012,-0.023173175
Hnrnpc,-0.023175552,5.643496033,-0.279736009,0.783931545,0.921567279,-6.206206973,51.71665667,50.892514,-0.023175552
Prxl2a,-0.023236155,5.371345782,-0.192685079,0.850081758,0.949507821,-6.227390075,42.54974,41.86992,-0.023236155
Lrpprc,-0.023307367,5.071964471,-0.242531081,0.812024162,0.932935934,-6.216207402,32.93406333,32.406274,-0.023307367
Qars,-0.023371698,4.291350711,-0.236682549,0.816466027,0.934338184,-6.217651084,19.11723667,18.810032,-0.023371698
Gcsh,-0.023393854,6.626709346,-0.346301181,0.734468442,0.899417381,-6.184809754,98.77658,97.187796,-0.023393854
Tpm1,-0.023447309,3.531398161,-0.041881399,0.967207981,0.991871759,-6.245664356,11.501824,11.3164022,-0.023447309
Adh6-ps1,-0.023479916,4.924845689,-0.045841002,0.964109949,0.990897252,-6.245484672,29.31669667,28.843428,-0.023479916
Hsd17b4,-0.023516378,7.898246021,-0.152504147,0.881051089,0.962010096,-6.234549539,232.0368333,228.28522,-0.023516378
Rab11fip1,-0.023524812,1.674975431,-0.046373546,0.963693326,0.990804528,-6.245459268,2.230857333,2.1947756,-0.023524812
Polr2c,-0.023530049,3.179628035,-0.278722113,0.78469317,0.922037955,-6.206498176,8.113864667,7.9826026,-0.023530049
Glyctk,-0.023579218,6.301322074,-0.241226359,0.813014499,0.933485473,-6.216532493,80.14595667,78.846708,-0.023579218
Zfp707,-0.023597281,4.463233841,-0.222809835,0.827028177,0.939119294,-6.220935726,23.46778,23.087054,-0.023597281
Acacb,-0.023598246,4.877075644,-0.065122354,0.949033619,0.985641849,-6.24437799,29.234775,28.7604698,-0.023598246
Litaf,-0.02374939,5.578756683,-0.317210219,0.755949563,0.90907146,-6.194712259,54.80882333,53.913956,-0.02374939
Cog8,-0.02382803,3.984180852,-0.313632568,0.758606356,0.910225619,-6.195871077,15.25585333,15.005952,-0.02382803
Tmem147,-0.023864807,6.74573304,-0.311501465,0.760190444,0.910611667,-6.196555199,109.0694633,107.280096,-0.023864807
Esf1,-0.023913426,2.802515974,-0.260898349,0.798118996,0.927536545,-6.211446622,6.326881,6.222874,-0.023913426
Slc35b4,-0.023940103,2.867503445,-0.14364321,0.887909932,0.965057297,-6.235904934,6.357534333,6.2529078,-0.023940103
Bbx,-0.023944717,1.555029355,-0.171522253,0.866364305,0.954676272,-6.23136769,2.092602333,2.0581576,-0.023944717
Mindy3,-0.023989378,3.499411641,-0.270924825,0.790558011,0.924899274,-6.208702725,10.98013433,10.7990644,-0.023989378
0610039K10Rik,-0.024070199,0.549848108,-0.177560919,0.861711391,0.953040408,-6.230279603,0.548245733,0.53917458,-0.024070199
Nploc4,-0.024071276,5.614082358,0.000703184,0.999449253,0.999815471,-6.246571555,49.68595333,48.863824,-0.024071276
Mtg1,-0.02407636,3.164739637,-0.237436266,0.815893218,0.934185291,-6.217466993,7.872106,7.7418228,-0.02407636
Nop10,-0.02413583,6.162009122,-0.159706045,0.875483722,0.960813863,-6.233388381,70.45196667,69.283132,-0.02413583
Polr3f,-0.024524115,2.186987956,-0.248080503,0.807815689,0.931202585,-6.214805269,3.628903333,3.5677376,-0.024524115
Fam161a,-0.024553083,0.799787948,-0.083461073,0.934713105,0.981148926,-6.242968818,0.702006467,0.69016018,-0.024553083
Gspt1,-0.024596838,5.293052659,-0.080910525,0.93670351,0.981942349,-6.243185612,39.14549333,38.48375,-0.024596838
Czib,-0.024657638,3.096132078,-0.112353221,0.912201223,0.974373379,-6.240043934,7.925913667,7.7916,-0.024657638
Baz2b,-0.024753501,1.573611897,-0.175378391,0.863392465,0.953403586,-6.230677189,2.084649333,2.0491864,-0.024753501
Snrnp70,-0.024907557,5.496429072,-0.378497835,0.710961891,0.890047951,-6.172857216,45.88517,45.09978,-0.024907557
Cd55os,-0.024910238,0.953621603,0.253605505,0.803631886,0.929049452,-6.213378097,1.062603167,1.04441326,-0.024910238
Arap2,-0.024916983,1.873879687,-0.204320705,0.841159142,0.945710399,-6.225007309,2.8584174,2.80947316,-0.024916983
Anapc5,-0.024928897,4.689476075,-0.243440044,0.81133442,0.932563259,-6.215979893,25.14036667,24.709688,-0.024928897
Pgk1,-0.025046581,7.923744938,-0.35987622,0.724521893,0.896043287,-6.17989712,242.1308667,237.96352,-0.025046581
Abce1,-0.02506662,4.901306429,-0.270265971,0.79105419,0.924975384,-6.208886171,30.00900667,29.492108,-0.02506662
Iglc2,-0.025068966,0.956896842,-0.25448101,0.802969483,0.929006892,-6.213149087,1.047664733,1.02961726,-0.025068966
Ddx27,-0.025089589,3.95790481,-0.300725919,0.768217147,0.914037321,-6.19994395,15.54746867,15.2794236,-0.025089589
E2f2,-0.025131904,1.006445467,-0.225251448,0.82516663,0.938655543,-6.220371893,1.2207903,1.19970816,-0.025131904
Lclat1,-0.02517339,4.496257538,-0.07762686,0.939266675,0.983188915,-6.243454822,21.83818533,21.460439,-0.02517339
Lamp1,-0.025196093,8.751531005,-0.285005772,0.779976704,0.919968826,-6.204676613,439.5538667,431.94388,-0.025196093
Bmt2,-0.025226117,2.270816438,-0.043887132,0.965638604,0.991510167,-6.245575364,4.241280333,4.1677644,-0.025226117
Uqcrq,-0.025227266,7.993085142,-0.306591482,0.763844385,0.912013871,-6.198113898,251.3022667,246.94614,-0.025227266
Hnrnpll,-0.025241765,2.707346099,-0.271765918,0.789924727,0.924694494,-6.208467895,5.600087,5.5029586,-0.025241765
Snx1,-0.025352531,3.141711286,-0.224064239,0.826071651,0.938912378,-6.220646813,8.015888,7.876255,-0.025352531
Pvt1,-0.025379966,0.691214516,-0.118330696,0.907552876,0.971986388,-6.239331242,0.668423533,0.65676742,-0.025379966
Zfp59,-0.025501744,1.407215516,-0.132365496,0.896652971,0.967141873,-6.237513053,1.656035567,1.62701992,-0.025501744
Deptor,-0.025528,5.802743836,0.009953015,0.992204746,0.998699974,-6.246520557,55.12068333,54.15392,-0.025528
Ei24,-0.025528721,5.963826235,-0.377180796,0.711917663,0.890472725,-6.173366544,64.21669,63.09036,-0.025528721
Ppp2ca,-0.025545604,5.032966716,-0.29113063,0.775388105,0.918614432,-6.202862493,32.33267333,31.765202,-0.025545604
Wdr13,-0.025592002,4.057537338,-0.188521128,0.853280102,0.950555225,-6.228209037,16.26004,15.974146,-0.025592002
Tcea1,-0.025621333,4.893862116,-0.219794227,0.829328846,0.940184884,-6.221623692,31.67992667,31.122278,-0.025621333
Fam193a,-0.025760947,2.766256632,-0.159186844,0.87588486,0.960890792,-6.233473877,5.968498,5.8628696,-0.025760947
Zfp704,-0.025815437,1.012687984,-0.041547725,0.967469077,0.991871759,-6.245678757,0.9880623,0.97053926,-0.025815437
Caap1,-0.025880491,1.764507988,-0.12734043,0.900553232,0.968749757,-6.238187382,2.487741667,2.443512,-0.025880491
Pmepa1,-0.025916214,1.106380052,-0.127439098,0.900476623,0.968749757,-6.238174392,1.100404767,1.08081386,-0.025916214
4933421O10Rik,-0.025952189,1.739417788,-0.185600211,0.855525277,0.951537239,-6.228772902,2.505094667,2.4604342,-0.025952189
Tmem37,-0.025994265,6.008832104,-0.326473906,0.749085282,0.906574336,-6.191651588,61.25709333,60.163256,-0.025994265
Heatr1,-0.026058039,3.102872063,-0.172869682,0.86532563,0.954169397,-6.231128149,8.329157,8.1800658,-0.026058039
Tmc6,-0.026102849,3.189140979,-0.08540584,0.933195746,0.98108939,-6.242798999,8.089545333,7.9444964,-0.026102849
Serinc1,-0.026230848,6.340124555,-0.397255033,0.697405486,0.883647765,-6.165415109,83.50323333,81.99871,-0.026230848
Lyar,-0.026270126,3.751043699,-0.208177158,0.838206821,0.944070675,-6.224186956,12.92033067,12.6871926,-0.026270126
Nkrf,-0.026306301,2.064030534,-0.143633796,0.887917225,0.965057297,-6.235906331,3.508813,3.4454126,-0.026306301
Gm4204,-0.026359483,2.629114212,-0.181078514,0.859003465,0.952310879,-6.229628512,5.348162,5.251333,-0.026359483
Tmem106c,-0.026369258,3.989715648,-0.320127533,0.753785518,0.908214765,-6.193757748,15.18553667,14.9105,-0.026369258
Zfp946,-0.02656948,3.248696183,-0.202219535,0.842768752,0.946446217,-6.225447861,9.144521333,8.977652,-0.02656948
Eif3c,-0.026579772,6.428712496,-0.261241803,0.797859643,0.927536545,-6.211354324,85.73837333,84.173218,-0.026579772
Zfp691,-0.02659118,2.876706852,-0.232573415,0.819590794,0.935203172,-6.218644507,6.553420667,6.433737,-0.02659118
Gltpd2,-0.026625794,7.061331889,-0.32462321,0.750454877,0.907113577,-6.192269977,134.2831667,131.82762,-0.026625794
Pde8a,-0.026680388,4.52504317,0.004810982,0.996231962,0.999211082,-6.246559835,22.88269667,22.463406,-0.026680388
Tbca,-0.026746616,6.394725714,-0.080717778,0.936853945,0.981942349,-6.243201722,86.39552,84.80856,-0.026746616
Hebp1,-0.026857577,6.914354887,-0.268441053,0.792429016,0.9251335,-6.209391981,117.7116567,115.540578,-0.026857577
Rusc1,-0.026905626,1.026094833,-0.082695013,0.935310878,0.981292758,-6.243034639,0.983634633,0.96546028,-0.026905626
S100pbp,-0.026990937,2.522518572,-0.242433641,0.812098111,0.932936906,-6.21623174,5.086753,4.9924712,-0.026990937
Krt8,-0.026993003,7.880498705,0.033195776,0.974005558,0.994487732,-6.2460017,244.1906,239.66424,-0.026993003
Sanbr,-0.027004278,2.892380975,-0.078926848,0.938251844,0.982636975,-6.243349575,6.732828333,6.6079758,-0.027004278
Spacdr,-0.027006807,2.709675993,-0.140069755,0.890678663,0.96548179,-6.236428663,5.937070333,5.826964,-0.027006807
Ubc,-0.027067321,5.886713364,-0.070788132,0.94460707,0.984391179,-6.243979727,72.19296333,70.851132,-0.027067321
Mllt6,-0.027090707,3.458856877,-0.22070252,0.828635718,0.939837276,-6.221417458,9.913459333,9.7290428,-0.027090707
Ndufa11,-0.027102128,4.83810256,-0.244223666,0.81073992,0.932299771,-6.215783079,26.86256333,26.36264,-0.027102128
Slc25a38,-0.027117943,4.376150727,-0.328731246,0.747415947,0.905275141,-6.190892643,20.58159333,20.19834,-0.027117943
Gdi2,-0.027149026,5.56766696,-0.391150605,0.701805816,0.885622773,-6.167875693,48.80324333,47.893438,-0.027149026
Rab18,-0.027158917,6.656827568,-0.251234574,0.805426512,0.930034923,-6.213994349,108.35324,106.332556,-0.027158917
Acox3,-0.027223615,3.105163548,-0.288869279,0.777081249,0.91926779,-6.203536716,7.527004667,7.386302,-0.027223615
Tmed7,-0.027285166,4.654038171,-0.315826782,0.756976536,0.90951472,-6.195161896,25.52243667,25.044276,-0.027285166
Dek,-0.027306789,4.610325159,-0.14566748,0.886342192,0.964690365,-6.23560242,24.80181667,24.336792,-0.027306789
Ccng2,-0.027315374,2.026922091,-0.138762222,0.89169212,0.965861045,-6.23661701,3.669882333,3.601052,-0.027315374
Setd3,-0.027325494,4.926643353,-0.293916724,0.773303707,0.917453535,-6.202024683,30.10000667,29.53526,-0.027325494
Adss,-0.027435612,4.479612844,-0.364845067,0.720893981,0.894692079,-6.178052666,21.96571333,21.55194,-0.027435612
Usp46,-0.027453885,2.141674559,-0.172175641,0.865860604,0.954406031,-6.231251766,3.473314,3.4078432,-0.027453885
Enpp1,-0.027489047,3.275018287,-0.123555555,0.903492679,0.97017821,-6.238678099,8.751349667,8.5861804,-0.027489047
Tcf12,-0.027540866,2.111310397,0.05797483,0.954620306,0.986786356,-6.24483307,3.508927667,3.442578,-0.027540866
Bod1,-0.027570338,4.666078316,-0.357298166,0.726406939,0.896125471,-6.180844334,24.4636,24.000532,-0.027570338
Rcc1l,-0.027584088,3.693554767,-0.272174319,0.789617286,0.924621396,-6.208353612,12.14356333,11.913586,-0.027584088
Gm4366,-0.027598282,2.167644907,-0.223580825,0.826440237,0.938970115,-6.220758343,3.607253333,3.5389036,-0.027598282
Slc12a2,-0.027655185,2.077041673,-0.192364951,0.850327552,0.949534457,-6.227453669,3.438507,3.3732216,-0.027655185
Top1mt,-0.027713775,4.181148904,-0.196755505,0.846957906,0.948230265,-6.226572314,17.15718333,16.830744,-0.027713775
Polr3c,-0.027731506,4.038927553,-0.356816927,0.726759021,0.896125471,-6.181020408,15.73647,15.436872,-0.027731506
Plxnb1,-0.02774551,5.064904112,-0.140836953,0.890084107,0.96548179,-6.236317331,35.03071,34.363446,-0.02774551
Stard10,-0.027751904,9.708926844,-0.352394221,0.729997745,0.897657988,-6.182627678,831.1778667,815.342,-0.027751904
Ankrd10,-0.02775596,2.164776738,-0.012708797,0.990046514,0.998250851,-6.246488247,3.937557667,3.8625272,-0.02775596
Rps13,-0.027783056,5.987578303,-0.407747166,0.689868829,0.880943126,-6.161099073,64.80411333,63.568072,-0.027783056
Efemp1,-0.027970348,3.329031804,-0.086363871,0.932448364,0.980811414,-6.242713907,9.352682333,9.173103,-0.027970348
Bet1,-0.027988664,4.811422864,-0.216670498,0.831713725,0.941462359,-6.222326513,28.09454667,27.554758,-0.027988664
Bcl2l13,-0.028010519,3.462381578,0.001427428,0.998882011,0.999815471,-6.246570756,10.294939,10.0969864,-0.028010519
Cdc123,-0.028012477,4.835202121,-0.312256164,0.759629334,0.910454996,-6.196313453,27.53148,27.002064,-0.028012477
Apmap,-0.028267671,4.894738959,-0.404835613,0.691956849,0.881224758,-6.162307766,28.73999667,28.182356,-0.028267671
Ankrd12,-0.028340945,1.411651711,-0.068384992,0.946484367,0.984928681,-6.244152702,1.759723667,1.7254922,-0.028340945
Usp33,-0.028362775,2.559076833,-0.058758968,0.954007277,0.986786356,-6.244785724,5.076773333,4.9779408,-0.028362775
Klc1,-0.028388855,3.755535113,0.024066659,0.981152484,0.996614772,-6.246272147,13.10702367,12.8516292,-0.028388855
Orai3,-0.028526079,4.247370782,-0.214992477,0.832995562,0.941685655,-6.222699934,18.63632667,18.271454,-0.028526079
Trappc5,-0.028544869,3.262027998,-0.324035013,0.750890352,0.907468056,-6.192465792,8.48679,8.3205224,-0.028544869
Ppp4c,-0.028743347,4.307143471,-0.355015251,0.728077726,0.897231357,-6.181677534,19.11277667,18.735754,-0.028743347
Sdha,-0.028780176,8.039705362,-0.312968545,0.759099816,0.910367552,-6.196084733,259.8868667,254.75378,-0.028780176
Slc4a4,-0.028795141,3.585699751,-0.182869095,0.857625742,0.951834635,-6.229292203,11.53886333,11.3108392,-0.028795141
Tmem260,-0.028827788,1.938316995,-0.074700269,0.941551706,0.983601593,-6.243685368,2.931989667,2.8739844,-0.028827788
